Arıza/Bakım;Bildirim Tarihi;Ekipman Adı;Arıza/Bakım Grubu;Arıza/Bakım Türü;Arıza/Bakım Detayı;Parça Adedi;"Müdahale Başl. 
Tarihi";"Müdahale Bitiş 
Tarihi";Müdahale Başl. Saati;Müdahale Bitiş Saati;Müdahale Süresi (Dk.);Açıklama
Arıza;20.10.2022;Değirmen-2;Mekanik;Üst Besleme Arızası;Üst Besleme Arızası;;20.10.2022;20.10.2022;10:30;11:00;30;Değirmen-2 üst beslemesi sıkışmıştı içi açılıp kaldırıldı
Bakım;20.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;20.10.2022;20.10.2022;16:15;16:25;10;Elekler 4*3 oldu. Vuran taraf 3
Bakım;20.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;20.10.2022;20.10.2022;16:25;16:40;15;Elekler 4*3 oldu. Vuran taraf 3
Arıza;20.10.2022;Değirmen-2;Mekanik;Mıknatıs Kapağı Arızası;Mıknatıs Kapağı Arızası;;20.10.2022;20.10.2022;17:20;18:20;60;Değirmen-2 mıknatıs kapağı mal kaçırıyordu yeni delikler açılıp sorun giderildi
Arıza;20.10.2022;Expander-1;Mekanik;Yağ Soğutucu Filtre Arızası;Yağ Soğutucu Filtre Geğişimi;;20.10.2022;20.10.2022;18:10;18:40;30;Expander-1 yağ soğutucu filtresi değiştirildi
Arıza;20.10.2022;Değirmen-1;Mekanik;Rulman Arızası;Rulman Değişimi;;20.10.2022;20.10.2022;00:30;01:45;75;Değirmen-1 rulman dağılmıştı soğutulup söküldü sabah değişimi yapılacaktır
Arıza;20.10.2022;Değirmen-1;Mekanik;Rulman Arızası;Rulman Değişimi;;20.10.2022;20.10.2022;08:10;10:10;120;Değirmen-1 rulman değişimi yapılmıştır
Arıza;20.10.2022;Pres-4;Mekanik;Rulo Arızası;Rulo Değişimi;2;20.10.2022;20.10.2022;10:30;12:30;120;Pres-4 rulo değişimi yapıldı. Ruloların milleri kaynatıldı
Bakım;20.10.2022;Pres Elevatörü-1;Mekanik;Kova Bakımı;Kova Değişimi;20;20.10.2022;20.10.2022;08:10;09:30;80;Pres elevatörü-1 eksik ve kırık kovalar vardı değiştirildi
Bakım;20.10.2022;Pres Elevatörü-2;Mekanik;Kova Bakımı;Kova Değişimi;23;20.10.2022;20.10.2022;09:30;10:30;60;Pres elevatörü-2 eksik ve kırık kovalar vardı değiştirildi
Arıza;21.10.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;20.10.2022;20.10.2022;10:45;11:30;45;Sarsak-3 üst pistonun oturduğu ayağın demiri çatlamıştı değiştirildi
Bakım;22.10.2022;Pres Elevatörü-3;Mekanik;Tambur Bakımı;Tambur Bakımı;;21.10.2022;21.10.2022;11:00;11:40;40;Pres elevatörü-3 motor tarafındaki tamburu ayarlandı
Bakım;23.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;22.10.2022;22.10.2022;00:10;00:35;25;Elekler 4*3 oldu vuran taraf 3 oldu
Bakım;24.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;23.10.2022;23.10.2022;00:35;01:00;25;Elekler 4*3 oldu vuran taraf 3 oldu
Arıza;27.10.2022;Pres Eleği-1;Mekanik;Akış Arızası;Akış Arızası;;24.10.2022;24.10.2022;08:00;08:15;15;Pres eleği-1 akışından 2 adet kova alındı
Arıza;27.10.2022;Paketleme-1;Mekanik;Kefe Arızası;Kefe Arızası;;27.10.2022;27.10.2022;14:00;15:30;90;Yeni fabrika paketleme-1 kefenin kantar mili kırılmıştı kaynatıldı
Bakım;27.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;27.10.2022;27.10.2022;08:30;08:45;15;Elekler 3*3 oldu
Bakım;28.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;27.10.2022;27.10.2022;08:45;09:00;15;Elekler 3*3 oldu
Bakım;29.10.2022;Pres Elevatörü-4;Mekanik;Kestemit Bakımı;Kestemit Bakımı;;28.10.2022;28.10.2022;09:30;10:00;30;Yeni fabrika pres elevatörü-4 akıştaki kestamit bitmişti değiştirildi
Bakım;30.10.2022;Pres Elevatörü;Mekanik;Elevatör Bakımı;Elevatör Bakımı;;29.10.2022;29.10.2022;13:20;16:00;160;Eski fabrika pres elevatörünün kovaları ve ek yeri kontrol edildi sağ-sol ayarı yapıldı
Bakım;31.10.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Ters -Düz Yapılması;;30.10.2022;30.10.2022;09:00;10:30;90;Yeni fabrika değirmen-1 çekiçler ters-düz yapıldı elekler 4*4 yapıldı
Bakım;1.11.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Ters -Düz Yapılması;;31.10.2022;31.10.2022;10:30;12:00;90;Yeni fabrika değirmen-2 çekiçler ters-düz yapıldı elekler 4*4 yapıldı
Arıza;4.11.2022;Değirmen-1;Mekanik;Devir Bekçisi Arızası;Sensör Ayağı Değişimi;;1.11.2022;1.11.2022;22:40;23:50;70;Değirmen-1 devir bekçisi sensör ayağı değiştirildi
Bakım;4.11.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;4.11.2022;4.11.2022;23:50;00:05;15;Elekler 5*4 yapıldı
Arıza;4.11.2022;Expander-2;Mekanik;Ön Gömlek Arızası;Ön Gömlek Değişimi;1;4.11.2022;4.11.2022;00:30;01:40;70;Expander-2 ön gömleği dağılmıştı değiştirildi
Arıza;5.11.2022;Expander-2;Mekanik;Kafa Padıl Arızası;Kafa Padıl Değişimi;1;4.11.2022;4.11.2022;01:40;02:40;60;Expander-2 kafa padıl değişimi yapıldı
Arıza;6.11.2022;Expander-2;Mekanik;Stop Cıvata Arızası;Stop Cıvata Değişimi;3;5.11.2022;5.11.2022;02:40;03:00;20;Expander-2 3 adet stop civatası değiştirildi
Arıza;7.11.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;6.11.2022;6.11.2022;03:00;03:30;30;Expander-2 kırıcı yaprakları kopmuştu kaynatıldı
Arıza;8.11.2022;Pres-2;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;7.11.2022;7.11.2022;10:00;10:30;30;Pres-2 sigorta kesmişti değiştirildi
Bakım;9.11.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;8.11.2022;8.11.2022;08:00;08:30;30;Elekler 5*4 yapıldı
Arıza;10.11.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;9.11.2022;9.11.2022;08:00;09:50;110;Expander-2 kırıcı yaprakları kopmuştu kaynatıldı yeni elek takıldı
Arıza;11.11.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Sıkışması;;10.11.2022;10.11.2022;08:00;08:30;30;Değirmen-1 beslemesi sıkışmıştı açıldı
Arıza;11.11.2022;Pres-2;Mekanik;Vinas Pompa Arızası;Vinas Pompa Değişimi;1;11.11.2022;11.11.2022;08:00;09:50;110;Pres-2 vinas pompası değiştirildi
Arıza;11.11.2022;Pres-3;Mekanik;Disk Arızası;Disk Değişimi;1;11.11.2022;11.11.2022;08:00;11:00;180;Pres-3 disk değişimi yapıldı taşlanmış disk takıldı
Arıza;11.11.2022;Pres-3;Mekanik;Rulo Arızası;Rulo Değişimi;2;11.11.2022;11.11.2022;11:00;12:00;60;Pres-3 rulo değişimi yapıldı çıkma rulo takıldı
Arıza;11.11.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;11.11.2022;11.11.2022;14:15;16:00;105;Pres eleği-2 lastiği patlaktı değiştirildi
Arıza;11.11.2022;Pres-2;Mekanik;Rulo Arızası;Rulo Değişimi;2;11.11.2022;11.11.2022;14:15;16:30;135;Pres-2 rulo değişimi yapıldı çıkma rulo takıldı
Bakım;11.11.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;11.11.2022;11.11.2022;08:00;08:15;15;Elekler 4*4 yapıldı
Bakım;11.11.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;11.11.2022;11.11.2022;08:15;08:30;15;Elekler 4*4 yapıldı
Arıza;11.11.2022;Pres-1;Mekanik;Disk Arızası;Disk Değişimi;1;11.11.2022;11.11.2022;08:15;10:30;135;Pres-1 disk değişimi yapıldı sıfır disk takıldı
Arıza;11.11.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;11.11.2022;11.11.2022;10:30;12:30;120;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı
Arıza;11.11.2022;Pres-1;Mekanik;Aşınma Ringi Arızası;Aşınma Ringi Değişimi;1;11.11.2022;11.11.2022;13:30;15:00;90;Pres-1 aşınma ringi değiştirildi
Bakım;12.11.2022;Pres-3;Mekanik;Rulo Bakımı;Rulo Toplama;2;11.11.2022;11.11.2022;09:10;12:45;215;2 adet sıfır rulo toplandı
Bakım;13.11.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;2;12.11.2022;12.11.2022;13:45;16:30;165;2 adet sıfır rulo toplandı
Arıza;14.11.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;13.11.2022;13.11.2022;18:30;19:00;30;Yeni fabrika sarsak-3 piston valfinin hortumu değiştirildi
Arıza;15.11.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;14.11.2022;14.11.2022;19:10;19:40;30;1 tane patlak elek vardı değiştirildi
Bakım;16.11.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;15.11.2022;15.11.2022;12:00;12:20;20;Elekler 4*3 oldu vuran taraf 3
Bakım;22.11.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;16.11.2022;16.11.2022;12:20;12:40;20;Elekler 4*3 oldu vuran taraf 3
Bakım;22.11.2022;Expander-3;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;22.11.2022;22.11.2022;08:00;09:00;60;Expander-3 kafa padıl değiştirildi
Arıza;22.11.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;22.11.2022;22.11.2022;21:10;21:30;20;Paketleme-3 dikiş makinasının kayışı kopmuştu değiştirildi
Arıza;22.11.2022;Pres Elevatörü-1;Mekanik;Akış Arızası;Akış Arızası;;22.11.2022;22.11.2022;22:45;23:10;25;Yeni fabrika 1 nolu pres elevatörünün akışında delik vardı kapatıldı
Bakım;22.11.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Değişimi;;22.11.2022;22.11.2022;08:30;16:30;480;Kondisyonel-2 melasiyerin padılları komple değiştirildi
Arıza;22.11.2022;Pres-1;Mekanik;Bıçak Arızası;Bıçak Arızası;;22.11.2022;22.11.2022;23:10;23:40;30;Pres-1 bıçağı çıkmıştı yerine takıldı
Arıza;23.11.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;22.11.2022;22.11.2022;18:40;19:30;50;Yeni fabrika pres eleği-2 lastik patlamıştı değişirildi
Arıza;24.11.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;23.11.2022;23.11.2022;11:00;11:20;20;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Bakım;25.11.2022;Pres-1;Mekanik;Kasnak Bakımı;Rulman Değişimi;1;24.11.2022;24.11.2022;08:00;12:00;240;Pres-1 kasnak kaplin yanındaki yatak rulmanı değiştirildi
Arıza;25.11.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;25.11.2022;25.11.2022;02:55;03:10;15;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Arıza;25.11.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;25.11.2022;25.11.2022;07:10;07:35;25;1 tane patlak elek vardı değiştirildi
Bakım;29.11.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Bakımı;;25.11.2022;25.11.2022;09:20;09:30;10;Kondisyonel-2 padılları kontrol edildi
Arıza;29.11.2022;Sarsak-4;Mekanik;Piston Arızası;Piston Arızası;;29.11.2022;29.11.2022;19:15;19:50;35;Yeni fabrika sarsak-4 alt piston açmıyordu bakıldı
Arıza;30.11.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;29.11.2022;29.11.2022;08:30;08:50;20;2 tane patlak elek vardı değiştirildi
Arıza;1.12.2022;Mikser;Mekanik;Mısır Suyu Pompa Arızası;Mısır Suyu Pompa Değişimi;1;30.11.2022;30.11.2022;08:10;09:20;70;Yeni fabrika miksere mısır suyu basan pompa değişimi yapıldı
Bakım;2.12.2022;Kondisyonel-3;Mekanik;Padıl Bakımı;Padıl Bakımı;;1.12.2022;1.12.2022;08:15;08:30;15;Kondisyonel-3 padılları kontrol edildi
Bakım;3.12.2022;Sarsak-3;Mekanik;Sensör Bakımı;Sensör Bakımı;;2.12.2022;2.12.2022;08:40;09:30;50;Yeni fabrika sarsak-3 üst sensörüne ayar yapıldı
Arıza;4.12.2022;Kondisyonel-1;Mekanik;Vinas Borusu Arızası;Vinas Borusu Arızası;;3.12.2022;3.12.2022;23:30;00:00;30;Yeni fabrika kondisyonel-1 vinas borusu delikti kaynatıldı
Arıza;5.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;4.12.2022;4.12.2022;18:10;18:40;30;2 tane patlak elek vardı değiştirildi
Arıza;6.12.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Sıkışması;;5.12.2022;5.12.2022;01:30;02:00;30;Yeni fabrika değirmen-1 besleme sıkışmıştı kaldırıldı kova gelmiş
Arıza;7.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;2;6.12.2022;6.12.2022;08:00;08:30;30;2 tane patlak elek vardı değiştirildi
Arıza;8.12.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;7.12.2022;7.12.2022;20:30;20:55;25;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;9.12.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;8.12.2022;8.12.2022;23:30;00:00;30;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;10.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;9.12.2022;9.12.2022;19:00;19:30;30;1 tane patlak elek vardı değiştirildi
Arıza;11.12.2022;Expander-1;Mekanik;Üst Klepe Arızası;Üst Klepe Arızası;;10.12.2022;10.12.2022;23:00;23:30;30;Yeni fabrika expander-1 üst klepe mal kaçırıyordu yapıldı
Arıza;12.12.2022;Değirmen-2;Mekanik;Besleme Arızası;Besleme Sıkışması;;11.12.2022;11.12.2022;01:10;02:30;80;Yeni fabrika değirmen-2 beslemeye demir parçası gelmişti içi açılıp kardırıldı
Arıza;13.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;12.12.2022;12.12.2022;08:40;09:00;20;1 tane patlak elek vardı değiştirildi
Arıza;14.12.2022;Pres Elevatörü-2;Mekanik;Akış Arızası;Akış Arızası;;13.12.2022;13.12.2022;09:00;09:15;15;Yeni fabrika pres elevatörü-2 akışında kaçak vardı kapatıldı
Bakım;15.12.2022;Expander-1;Mekanik;Taç Bakımı;Taç Değişimi;1;14.12.2022;14.12.2022;08:45;10:45;120;Expander-1 taç değişimi yapıldı
Bakım;16.12.2022;Expander-1;Mekanik;Koni Bakımı;Koni Değişimi;1;15.12.2022;15.12.2022;10:45;11:45;60;Expander-1 koni değişimi yapıldı
Bakım;17.12.2022;Expander-1;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;16.12.2022;16.12.2022;11:45;12:30;45;Expander-1 kafa padıl değişimi yapıldı
Bakım;17.12.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;17.12.2022;17.12.2022;18:50;20:30;100;Expander-2 kırıcının iki adet bıçağı değiştirildi
Bakım;17.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;17.12.2022;17.12.2022;19:00;19:25;25;Elekler 3 yapıldı vuran taraf 3
Bakım;17.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;17.12.2022;17.12.2022;19:25;19:45;20;Elekler 3 yapıldı vuran taraf 3
Arıza;17.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;17.12.2022;17.12.2022;21:35;22:00;25;1 tane patlak elek vardı değiştirildi
Bakım;17.12.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;17.12.2022;17.12.2022;09:20;10:20;60;Değirmen-1 çekiç değişimi yapıldı
Bakım;17.12.2022;Değirmen-1;Mekanik;Mil Bakımı;Mil Değişimi;16;17.12.2022;17.12.2022;10:20;10:45;25;Değirmen-1 mil değişimş yapıldı
Bakım;17.12.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;17.12.2022;17.12.2022;10:45;11:45;60;Değirmen-2 çekiç değişimi yapıldı
Bakım;17.12.2022;Değirmen-2;Mekanik;Mil Bakımı;Mil Değişimi;16;17.12.2022;17.12.2022;11:45;12:00;15;Değirmen-2 mil değişimş yapıldı
Bakım;17.12.2022;Expander-2;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Bakımı;;17.12.2022;17.12.2022;08:00;08:45;45;Expander-2 kafa padıl bakımı yapıldı kontrol edildi
Bakım;17.12.2022;Expander-2;Mekanik;Sitop Civata Bakımı;Sitop CivataDeğişimi;3;17.12.2022;17.12.2022;08:45;09:10;25;Expander-2 3 adet stop civatası değiştirildi
Arıza;17.12.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;17.12.2022;17.12.2022;11:00;12:00;60;Expander-1 kırıcının iki adet bıçağı değiştirildi
Bakım;17.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;17.12.2022;17.12.2022;22:15;23:00;45;Yeni fabrika değirmen-2 elekleri ve çeneleri kontrol edildi
Arıza;17.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;3;17.12.2022;17.12.2022;18:40;19:30;50;3 tane patlak elek vardı değiştirildi
Arıza;17.12.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;2;17.12.2022;17.12.2022;23:20;01:25;125;Pres-4 sigorta kemişti değişim yapıldı
Arıza;17.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;17.12.2022;17.12.2022;02:30;02:50;20;1 tane patlak elek vardı değiştirildi
Arıza;18.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;17.12.2022;17.12.2022;08:05;08:30;25;2 tane patlak elek vardı değiştirildi
Bakım;18.12.2022;Pres-4;Mekanik;Disk Bakımı;Disk Civata Değişimi;;18.12.2022;18.12.2022;10:30;16:00;330;Pres-4 ön ayna cıvata kesmişti kaynak ile diskten çıkartılıp yenileri takıldı
Bakım;18.12.2022;Pres-4;Mekanik;Rulo Bakımı;Rulo Değişimi;2;18.12.2022;18.12.2022;10:50;12:30;100;Yeni fabrika pres-4 rulo değişimi yapıldı sıfır rulo takıldı
Arıza;18.12.2022;Pres-4;Mekanik;Rulo Bakımı;Rulo Mili Değişimi;2;18.12.2022;18.12.2022;15:45;17:15;90;Yeni fabrika 4 nolu pres rulo milleri değiştirildi
Bakım;18.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;18.12.2022;18.12.2022;21:30;21:45;15;Elekler 4*4 yapıldı
Bakım;18.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;18.12.2022;18.12.2022;21:45;22:00;15;Elekler 4*4 yapıldı
Arıza;18.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;18.12.2022;18.12.2022;03:10;03:30;20;1 tane patlak elek vardı değiştirildi
Arıza;18.12.2022;Pres-1;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;18.12.2022;18.12.2022;05:00;05:35;35;Pres-1 sigorta kesmişti değiştirildi
Bakım;18.12.2022;Pres-1;Mekanik;Pres Bakımı;Pres Bakımı;;18.12.2022;18.12.2022;08:15;09:45;90;Yeni fabrika pres-1 kuyruk mili kontrol edildi yağ basıldı göbek rulmanların yağı değiştirildi
Arıza;18.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;18.12.2022;18.12.2022;08:10;08:40;30;1 tane patlak elek vardı değiştirildi
Arıza;18.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;18.12.2022;18.12.2022;15:40;16:10;30;1 tane patlak elek vardı değiştirildi
Arıza;18.12.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;18.12.2022;18.12.2022;23:40;00:45;65;Yeni fabrika paketleme-3 dikiş makinasının yukarı aşağı mili değiştirildi
Arıza;18.12.2022;Pres Eleği-3;Mekanik;Elek Arızası;Elek Arızası;;18.12.2022;18.12.2022;09:00;09:20;20;Yeni fabrika pres eleği-3 elekte delik vardı değiştirildi
Arıza;18.12.2022;Paketleme-2;Mekanik;Kefe Arızası;Kefe Arızası;;18.12.2022;18.12.2022;09:30;09:45;15;Yeni fabrika paketleme-2 kefenin piston ayağı kırılmıştı kaynak yapıldı
Arıza;18.12.2022;Sarsak-2;Mekanik;Piston Arızası;Piston Arızası;;18.12.2022;18.12.2022;14:30;15:00;30;Yeni fabrika sarsak-2 alt piston demiri değiştirildi
Bakım;18.12.2022;Sarsak-1;Mekanik;Sensör Bakımı;Sensör Bakımı;;18.12.2022;18.12.2022;17:00;17:15;15;Sarsak-1 sensör ayarı yapıldı
Bakım;18.12.2022;Teleskopik Bant-3;Mekanik;Bant Bakımı;Bant Bakımı;;18.12.2022;18.12.2022;23:00;23:20;20;Teleskopik Bant-3 gergi ayarı yapıldı
Arıza;19.12.2022;Teleskopik Bant-1;Mekanik;Bant Arızası;Bant Arızası;;18.12.2022;18.12.2022;22:40;23:40;60;Bant çalışmıyordu kabloları yenilendi
Arıza;19.12.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;19.12.2022;19.12.2022;01:45;02:15;30;1 tane patlak elek vardı değiştirildi
Arıza;19.12.2022;Pres-3;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;19.12.2022;19.12.2022;10:20;11:00;40;Pres-3 sigorta kesmişti yenisi ile değiştirildi
Arıza;19.12.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata değişimi;5;19.12.2022;19.12.2022;08:15;13:15;300;Pres-4 cıvata kesmişti değişitildi. Rulo mili çatlamıştı kaynak yapıldı
Arıza;19.12.2022;Sarsak-3;Mekanik;Basınç Saati Arızası;Basınç Saati Değişimi;1;19.12.2022;19.12.2022;14:00;14:20;20;Sarsak basınç saati patlamıştı değiştirildi
Bakım;19.12.2022;Değirmen-1;Mekanik;Selvo Bakım;Selvo Bakım;;19.12.2022;19.12.2022;14:30;14:50;20;Değirmen selvo kontrolleri yapıldı
Bakım;19.12.2022;Değirmen-2;Mekanik;Selvo Bakım;Selvo Bakım;;19.12.2022;19.12.2022;14:50;15:15;25;Değirmen selvo kontrolleri yapıldı
Arıza;19.12.2022;Paketleme-3;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;19.12.2022;19.12.2022;12:00;12:45;45;Paketleme-3 motor zincirlisi değiştirildi
Arıza;19.12.2022;Pres-4;Mekanik;Elevatör Arızası;Elevatör Üst tambur Değişimi;1;19.12.2022;19.12.2022;08:30;16:00;450;Pres-4 elevatörünün üst tamburu ve redüktörü değiştirildi. Milin bilyaları sıfır takıldı
Arıza;19.12.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;19.12.2022;19.12.2022;08:15;09:30;75;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Bakım;19.12.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;;19.12.2022;19.12.2022;09:00;12:00;180;2 adet sıfır rulo toplandı
Arıza;19.12.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata Değişimi;1;19.12.2022;19.12.2022;08:15;08:45;30;Pres-4 disk civataları kesmişti değiştirldi, ayar yapıldı
Bakım;19.12.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;19.12.2022;19.12.2022;08:45;09:00;15;Expander-1 ön gömlek ve konileri kontrol edildi
Bakım;19.12.2022;Expander-4;Mekanik;Expander Bakımı;Expander Bakımı;;19.12.2022;19.12.2022;09:00;09:15;15;Expander-4 ön gömlek ve konileri kontrol edildi
Arıza;20.12.2022;Kondisyonel-1;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Keçe Değişimi;;19.12.2022;19.12.2022;09:20;11:15;115;Kondisyonel-1 ön milin keçeleri değiştirildi Yatağa kaynak yapıldı
Bakım;21.12.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;20.12.2022;20.12.2022;19:15;19:40;25;Elekler 3*4 oldu. Vuran taraf 3
Bakım;22.12.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;21.12.2022;21.12.2022;19:40;20:05;25;Elekler 3*4 oldu. Vuran taraf 3
Arıza;23.12.2022;Expander-3;Mekanik;Taç Arızası;Taç Değişimi;1;22.12.2022;22.12.2022;09:00;10:15;75;Expander-3 taç değişimi yapıldı
Arıza;24.12.2022;Kondisyonel-4;Mekanik;Motor Arızası;Motor Kayış Değişimi;4;23.12.2022;23.12.2022;19:30;20:15;45;Kondisyonel-4  kayışları yandı, değiştirildi.
Arıza;25.12.2022;Paketleme-4;Mekanik;Kefe Arızası;Kefe Arızası;;24.12.2022;24.12.2022;04:45;04:55;10;Yeni fabrika paketleme-4 kefe pistonun yerinden çıkmıştı takıldı
Arıza;25.12.2022;Sarsak-3;Mekanik;Sarsak Arızası;Sarsak Arızası;;25.12.2022;25.12.2022;14:30;14:55;25;Sarsak-3 mal kaçırıyordu kaçak yerleri kapatıldı
Bakım;25.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;09:00;09:15;15;Elekler 4*4 oldu
Bakım;25.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;09:15;09:30;15;Elekler 4*4 oldu
Bakım;25.12.2022;Pres-4;Mekanik;Motor Kayış Bakımı;Motor Kayış Bakımı;;25.12.2022;25.12.2022;09:00;09:30;30;Pres-4 motor kayışları gerildi
Arıza;25.12.2022;Paketleme-3;Mekanik;Zincir Arızası;Zincir Arızası;;25.12.2022;25.12.2022;11:00;12:00;60;Paketleme-3 zinciri ek yerinden koptu yapıldı
Bakım;25.12.2022;Expander-4;Mekanik;Koni Yağ Bakımı;Koni Yağ Bakımı;;25.12.2022;25.12.2022;15:00;15:35;35;Expander-4 koni yağ değişimi yapıldı
Arıza;25.12.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Arızası;;25.12.2022;25.12.2022;18:20;18:35;15;Değirmen-1 beslemesi sıkışmıştı açıldı
Bakım;25.12.2022;Mikser;Mekanik;Mikser Bakımı;Mikser Bakımı;;25.12.2022;25.12.2022;13:50;14:10;20;Yeni fabrika mikserde kaçaklar vardı kapatıldı
Arıza;25.12.2022;Mikser ;Mekanik;Havalı Vana Arızası;Havalı Vana Arızası;;25.12.2022;25.12.2022;08:30;12:00;210;Yeni fabrika mikser yanındaki tankların havalı vanaları kaçak vardı yapıldı
Arıza;25.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;25.12.2022;25.12.2022;08:20;08:30;10;2 adet patlak elek vardı değiştirildi
