,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-02-20 14:00:00,İç Anadolu Yem A.Ş.,1918.0,1918,1918,Buzağı Başlangıç,430,824740,148453.19999999998,973193.2,2022-02-20 14:00:00,2022-02-20 14:00:00,2022-02-24 14:00:00,2022-03-17 14:00:00,21,0,Sevkiyat-Bekir
2022-02-20 16:00:00,Karadeniz Yem A.Ş.,1791.0,1791,1791,20 A,395,707445,127340.09999999999,834785.1,2022-02-20 16:00:00,2022-02-20 16:00:00,2022-02-23 16:00:00,2022-02-27 16:00:00,4,0,Sevkiyat-Mehmet
2022-02-20 17:00:00,Akdeniz Yem A.Ş.,896.0,896,896,20 X,420,376320,67737.59999999999,444057.6,2022-02-20 17:00:00,2022-02-20 17:00:00,2022-02-24 17:00:00,2022-02-26 17:00:00,2,0,Sevkiyat-Ekrem
2022-02-20 18:00:00,Güney Anadolu Yem A.Ş.,616.0,616,616,Trend 21,410,252560,45460.799999999996,298020.8,2022-02-20 18:00:00,2022-02-20 18:00:00,2022-02-23 18:00:00,2022-03-21 18:00:00,26,0,Sevkiyat-Ekrem
2022-02-20 19:00:00,Ege Yem A.Ş.,1248.0,1248,1248,21 X,530,661440,119059.2,780499.2,2022-02-20 19:00:00,2022-02-20 19:00:00,2022-02-26 19:00:00,2022-02-28 19:00:00,2,0,Sevkiyat-Bekir
2022-02-20 20:00:00,Marmara Yem A.Ş.,1044.0,1044,1044,Toklu Besi,545,568980,102416.4,671396.4,2022-02-20 20:00:00,2022-02-20 20:00:00,2022-02-25 20:00:00,2022-03-26 20:00:00,29,0,Sevkiyat-Bekir
2022-02-20 21:00:00,İç Anadolu Yem A.Ş.,1899.0,1899,1899,Buzağı Başlangıç,430,816570,146982.6,963552.6,2022-02-20 21:00:00,2022-02-20 21:00:00,2022-02-23 21:00:00,2022-03-17 21:00:00,22,0,Sevkiyat-Mehmet
2022-02-21 00:00:00,Ege Yem A.Ş.,502.0,502,502,20 A,395,198290,35692.2,233982.2,2022-02-21 00:00:00,2022-02-21 00:00:00,2022-02-25 00:00:00,2022-02-26 00:00:00,1,0,Sevkiyat-Ekrem
2022-02-21 01:00:00,Doğu Anadolu Yem A.Ş.,61.0,61,61,A Besi,515,31415,5654.7,37069.7,2022-02-21 01:00:00,2022-02-21 01:00:00,2022-02-26 01:00:00,2022-03-22 01:00:00,24,0,Sevkiyat-Davut
2022-02-21 02:00:00,Karadeniz Yem A.Ş.,1564.0,1564,1564,GRN Yonca Süt,520,813280,146390.4,959670.4,2022-02-21 02:00:00,2022-02-21 02:00:00,2022-02-25 02:00:00,2022-03-03 02:00:00,6,0,Sevkiyat-Davut
2022-02-21 03:00:00,Doğu Anadolu Yem A.Ş.,59.0,59,59,Gebe Düve,520,30680,5522.4,36202.4,2022-02-21 03:00:00,2022-02-21 03:00:00,2022-02-25 03:00:00,2022-02-25 03:00:00,0,1,Sevkiyat-Ekrem
2022-02-21 05:00:00,Ege Yem A.Ş.,980.0,980,980,Trend 21 XS,380,372400,67032.0,439432.0,2022-02-21 05:00:00,2022-02-21 05:00:00,2022-02-26 05:00:00,2022-03-02 05:00:00,4,0,Sevkiyat-Mehmet
2022-02-21 06:00:00,Doğu Anadolu Yem A.Ş.,1978.0,1978,1978,Atax 18,495,979110,176239.8,1155349.8,2022-02-21 06:00:00,2022-02-21 06:00:00,2022-02-25 06:00:00,2022-03-18 06:00:00,21,0,Sevkiyat-Mehmet
2022-02-21 07:00:00,Ege Yem A.Ş.,133.0,133,133,A Besi,515,68495,12329.1,80824.1,2022-02-21 07:00:00,2022-02-21 07:00:00,2022-02-24 07:00:00,2022-03-21 07:00:00,25,0,Sevkiyat-Ekrem
2022-02-21 08:00:00,İç Anadolu Yem A.Ş.,1274.0,1274,1274,Trend 19,460,586040,105487.2,691527.2,2022-02-21 08:00:00,2022-02-21 08:00:00,2022-02-25 08:00:00,2022-03-07 08:00:00,10,0,Sevkiyat-Mehmet
2022-02-21 10:00:00,Ege Yem A.Ş.,1773.0,1773,1773,Atax 18,495,877635,157974.3,1035609.3,2022-02-21 10:00:00,2022-02-21 10:00:00,2022-02-24 10:00:00,2022-03-22 10:00:00,26,0,Sevkiyat-Davut
2022-02-21 11:00:00,Doğu Anadolu Yem A.Ş.,1965.0,1965,1965,21 X,530,1041450,187461.0,1228911.0,2022-02-21 11:00:00,2022-02-21 11:00:00,2022-02-27 11:00:00,2022-03-08 11:00:00,9,0,Sevkiyat-Ekrem
2022-02-21 12:00:00,İç Anadolu Yem A.Ş.,581.0,581,581,A Besi,515,299215,53858.7,353073.7,2022-02-21 12:00:00,2022-02-21 12:00:00,2022-02-24 12:00:00,2022-03-13 12:00:00,17,0,Sevkiyat-Davut
2022-02-21 13:00:00,İç Anadolu Yem A.Ş.,389.0,389,389,Kuzu Büyütme,520,202280,36410.4,238690.4,2022-02-21 13:00:00,2022-02-21 13:00:00,2022-02-24 13:00:00,2022-03-25 13:00:00,29,0,Sevkiyat-Ekrem
2022-02-21 14:00:00,Güney Anadolu Yem A.Ş.,695.0,695,695,20 A,395,274525,49414.5,323939.5,2022-02-21 14:00:00,2022-02-21 14:00:00,2022-02-27 14:00:00,2022-03-10 14:00:00,11,0,Sevkiyat-Onur
2022-02-21 15:00:00,Akdeniz Yem A.Ş.,1618.0,1618,1618,A Besi,515,833270,149988.6,983258.6,2022-02-21 15:00:00,2022-02-21 15:00:00,2022-02-25 15:00:00,2022-03-23 15:00:00,26,0,Sevkiyat-Bekir
2022-02-21 18:00:00,Marmara Yem A.Ş.,1712.0,1712,1712,21 XS,450,770400,138672.0,909072.0,2022-02-21 18:00:00,2022-02-21 18:00:00,2022-02-26 18:00:00,2022-03-04 18:00:00,6,0,Sevkiyat-Bekir
2022-02-21 19:00:00,Akdeniz Yem A.Ş.,1987.0,1987,1987,Kuzu Besi ,460,914020,164523.6,1078543.6,2022-02-21 19:00:00,2022-02-21 19:00:00,2022-02-24 19:00:00,2022-03-01 19:00:00,5,0,Sevkiyat-Bekir
2022-02-21 20:00:00,Karadeniz Yem A.Ş.,1395.0,1395,1395,21 X,530,739350,133083.0,872433.0,2022-02-21 20:00:00,2022-02-21 20:00:00,2022-02-27 20:00:00,2022-03-22 20:00:00,23,0,Sevkiyat-Mehmet
2022-02-21 21:00:00,Karadeniz Yem A.Ş.,1599.0,1599,1599,Atax 18,495,791505,142470.9,933975.9,2022-02-21 21:00:00,2022-02-21 21:00:00,2022-02-25 21:00:00,2022-03-24 21:00:00,27,0,Sevkiyat-Davut
2022-02-21 22:00:00,Ege Yem A.Ş.,668.0,668,668,Buzağı Büyütme,380,253840,45691.2,299531.2,2022-02-21 22:00:00,2022-02-21 22:00:00,2022-02-27 22:00:00,2022-03-23 22:00:00,24,0,Sevkiyat-Onur
2022-02-21 23:00:00,Doğu Anadolu Yem A.Ş.,1549.0,1549,1549,GRN Yonca Süt,520,805480,144986.4,950466.4,2022-02-21 23:00:00,2022-02-21 23:00:00,2022-02-27 23:00:00,2022-03-09 23:00:00,10,0,Sevkiyat-Bekir
2022-02-22 00:00:00,Karadeniz Yem A.Ş.,1575.0,1575,1575,Koyun Süt,440,693000,124740.0,817740.0,2022-02-22 00:00:00,2022-02-22 00:00:00,2022-02-25 00:00:00,2022-03-20 00:00:00,23,0,Sevkiyat-Ekrem
2022-02-22 01:00:00,Doğu Anadolu Yem A.Ş.,631.0,631,631,Toklu Besi,545,343895,61901.1,405796.1,2022-02-22 01:00:00,2022-02-22 01:00:00,2022-02-27 01:00:00,2022-03-10 01:00:00,11,0,Sevkiyat-Onur
2022-02-22 02:00:00,Güney Anadolu Yem A.Ş.,1682.0,1682,1682,Koyun Süt,440,740080,133214.4,873294.4,2022-02-22 02:00:00,2022-02-22 02:00:00,2022-02-28 02:00:00,2022-02-28 02:00:00,0,1,Sevkiyat-Mehmet
2022-02-22 03:00:00,Marmara Yem A.Ş.,713.0,713,713,Besi 18 Geliştirme,550,392150,70587.0,462737.0,2022-02-22 03:00:00,2022-02-22 03:00:00,2022-02-28 03:00:00,2022-03-21 03:00:00,21,0,Sevkiyat-Davut
2022-02-22 04:00:00,Akdeniz Yem A.Ş.,662.0,662,662,20 A,395,261490,47068.2,308558.2,2022-02-22 04:00:00,2022-02-22 04:00:00,2022-02-25 04:00:00,2022-03-26 04:00:00,29,0,Sevkiyat-Davut
2022-02-22 05:00:00,İç Anadolu Yem A.Ş.,596.0,596,596,Atax 16,480,286080,51494.4,337574.4,2022-02-22 05:00:00,2022-02-22 05:00:00,2022-02-27 05:00:00,2022-03-08 05:00:00,9,0,Sevkiyat-Davut
2022-02-22 07:00:00,Karadeniz Yem A.Ş.,1098.0,1098,1098,Toklu Besi,545,598410,107713.8,706123.8,2022-02-22 07:00:00,2022-02-22 07:00:00,2022-02-25 07:00:00,2022-02-28 07:00:00,3,0,Sevkiyat-Mehmet
2022-02-22 09:00:00,Akdeniz Yem A.Ş.,1826.0,1826,1826,21 XS,450,821700,147906.0,969606.0,2022-02-22 09:00:00,2022-02-22 09:00:00,2022-02-28 09:00:00,2022-03-18 09:00:00,18,0,Sevkiyat-Davut
2022-02-22 10:00:00,Marmara Yem A.Ş.,836.0,836,836,Kuzu Büyütme,520,434720,78249.59999999999,512969.6,2022-02-22 10:00:00,2022-02-22 10:00:00,2022-02-28 10:00:00,2022-03-21 10:00:00,21,0,Sevkiyat-Onur
2022-02-22 11:00:00,Marmara Yem A.Ş.,1092.0,1092,1092,Trend 21 XS,380,414960,74692.8,489652.8,2022-02-22 11:00:00,2022-02-22 11:00:00,2022-02-28 11:00:00,2022-03-25 11:00:00,25,0,Sevkiyat-Ekrem
2022-02-22 12:00:00,Güney Anadolu Yem A.Ş.,1317.0,1317,1317,Besi 18 Geliştirme,550,724350,130383.0,854733.0,2022-02-22 12:00:00,2022-02-22 12:00:00,2022-02-28 12:00:00,2022-03-28 12:00:00,28,0,Sevkiyat-Bekir
2022-02-22 13:00:00,Karadeniz Yem A.Ş.,700.0,700,700,21 X,530,371000,66780.0,437780.0,2022-02-22 13:00:00,2022-02-22 13:00:00,2022-02-26 13:00:00,2022-03-09 13:00:00,11,0,Sevkiyat-Mehmet
2022-02-22 14:00:00,Marmara Yem A.Ş.,1378.0,1378,1378,Trend 21 XS,380,523640,94255.2,617895.2,2022-02-22 14:00:00,2022-02-22 14:00:00,2022-02-27 14:00:00,2022-03-21 14:00:00,22,0,Sevkiyat-Onur
2022-02-22 16:00:00,Karadeniz Yem A.Ş.,1226.0,1226,1226,Trend XS,395,484270,87168.59999999999,571438.6,2022-02-22 16:00:00,2022-02-22 16:00:00,2022-02-27 16:00:00,2022-03-11 16:00:00,12,0,Sevkiyat-Ekrem
2022-02-22 17:00:00,İç Anadolu Yem A.Ş.,1510.0,1510,1510,21 X,530,800300,144054.0,944354.0,2022-02-22 17:00:00,2022-02-22 17:00:00,2022-02-25 17:00:00,2022-03-20 17:00:00,23,0,Sevkiyat-Mehmet
2022-02-22 18:00:00,Doğu Anadolu Yem A.Ş.,1206.0,1206,1206,Trend 19,460,554760,99856.8,654616.8,2022-02-22 18:00:00,2022-02-22 18:00:00,2022-02-26 18:00:00,2022-03-05 18:00:00,7,0,Sevkiyat-Bekir
2022-02-22 19:00:00,Ege Yem A.Ş.,273.0,273,273,20 A,395,107835,19410.3,127245.3,2022-02-22 19:00:00,2022-02-22 19:00:00,2022-02-27 19:00:00,2022-02-28 19:00:00,1,0,Sevkiyat-Bekir
2022-02-22 21:00:00,Akdeniz Yem A.Ş.,437.0,437,437,Kuzu Büyütme,520,227240,40903.2,268143.2,2022-02-22 21:00:00,2022-02-22 21:00:00,2022-02-28 21:00:00,2022-03-29 21:00:00,29,0,Sevkiyat-Mehmet
2022-02-22 22:00:00,Doğu Anadolu Yem A.Ş.,388.0,388,388,Trend 19,460,178480,32126.399999999998,210606.4,2022-02-22 22:00:00,2022-02-22 22:00:00,2022-02-26 22:00:00,2022-02-26 22:00:00,0,1,Sevkiyat-Onur
2022-02-22 23:00:00,Doğu Anadolu Yem A.Ş.,1532.0,1532,1532,Trend XS,395,605140,108925.2,714065.2,2022-02-22 23:00:00,2022-02-22 23:00:00,2022-02-25 23:00:00,2022-02-27 23:00:00,2,0,Sevkiyat-Mehmet
2022-02-23 03:00:00,Akdeniz Yem A.Ş.,1643.0,1643,1643,Kuzu Besi ,460,755780,136040.4,891820.4,2022-02-23 03:00:00,2022-02-23 03:00:00,2022-02-27 03:00:00,2022-03-14 03:00:00,15,0,Sevkiyat-Davut
2022-02-23 04:00:00,Doğu Anadolu Yem A.Ş.,1118.0,1118,1118,Besi Bitirme,430,480740,86533.2,567273.2,2022-02-23 04:00:00,2022-02-23 04:00:00,2022-03-01 04:00:00,2022-03-25 04:00:00,24,0,Sevkiyat-Bekir
2022-02-23 05:00:00,Karadeniz Yem A.Ş.,913.0,913,913,Kuzu Büyütme,520,474760,85456.8,560216.8,2022-02-23 05:00:00,2022-02-23 05:00:00,2022-02-26 05:00:00,2022-03-24 05:00:00,26,0,Sevkiyat-Davut
2022-02-23 06:00:00,Marmara Yem A.Ş.,399.0,399,399,Gebe Düve,520,207480,37346.4,244826.4,2022-02-23 06:00:00,2022-02-23 06:00:00,2022-03-01 06:00:00,2022-03-28 06:00:00,27,0,Sevkiyat-Bekir
2022-02-23 07:00:00,Akdeniz Yem A.Ş.,170.0,170,170,Yonca Besi,560,95200,17136.0,112336.0,2022-02-23 07:00:00,2022-02-23 07:00:00,2022-03-01 07:00:00,2022-03-07 07:00:00,6,0,Sevkiyat-Ekrem
2022-02-23 08:00:00,İç Anadolu Yem A.Ş.,766.0,766,766,Atax 16,480,367680,66182.4,433862.4,2022-02-23 08:00:00,2022-02-23 08:00:00,2022-02-28 08:00:00,2022-03-29 08:00:00,29,0,Sevkiyat-Mehmet
2022-02-23 09:00:00,Ege Yem A.Ş.,1021.0,1021,1021,Yonca Besi,560,571760,102916.8,674676.8,2022-02-23 09:00:00,2022-02-23 09:00:00,2022-03-01 09:00:00,2022-03-09 09:00:00,8,0,Sevkiyat-Bekir
2022-02-23 10:00:00,Doğu Anadolu Yem A.Ş.,895.0,895,895,Gebe Düve,520,465400,83772.0,549172.0,2022-02-23 10:00:00,2022-02-23 10:00:00,2022-02-28 10:00:00,2022-03-17 10:00:00,17,0,Sevkiyat-Ekrem
2022-02-23 11:00:00,Ege Yem A.Ş.,1706.0,1706,1706,Toklu Besi,545,929770,167358.6,1097128.6,2022-02-23 11:00:00,2022-02-23 11:00:00,2022-02-28 11:00:00,2022-03-26 11:00:00,26,0,Sevkiyat-Mehmet
2022-02-23 12:00:00,Doğu Anadolu Yem A.Ş.,592.0,592,592,Trend 21,410,242720,43689.6,286409.6,2022-02-23 12:00:00,2022-02-23 12:00:00,2022-02-27 12:00:00,2022-03-28 12:00:00,29,0,Sevkiyat-Ekrem
2022-02-23 14:00:00,Ege Yem A.Ş.,125.0,125,125,Trend Besi,545,68125,12262.5,80387.5,2022-02-23 14:00:00,2022-02-23 14:00:00,2022-03-01 14:00:00,2022-03-20 14:00:00,19,0,Sevkiyat-Mehmet
2022-02-23 15:00:00,Doğu Anadolu Yem A.Ş.,1291.0,1291,1291,20 X,420,542220,97599.59999999999,639819.6,2022-02-23 15:00:00,2022-02-23 15:00:00,2022-03-01 15:00:00,2022-03-08 15:00:00,7,0,Sevkiyat-Mehmet
2022-02-23 16:00:00,Doğu Anadolu Yem A.Ş.,1204.0,1204,1204,A Besi,515,620060,111610.8,731670.8,2022-02-23 16:00:00,2022-02-23 16:00:00,2022-02-28 16:00:00,2022-03-01 16:00:00,1,0,Sevkiyat-Mehmet
2022-02-23 17:00:00,Ege Yem A.Ş.,1358.0,1358,1358,Trend X,410,556780,100220.4,657000.4,2022-02-23 17:00:00,2022-02-23 17:00:00,2022-03-01 17:00:00,2022-03-07 17:00:00,6,0,Sevkiyat-Mehmet
2022-02-23 18:00:00,Doğu Anadolu Yem A.Ş.,1699.0,1699,1699,Kuzu Besi ,460,781540,140677.19999999998,922217.2,2022-02-23 18:00:00,2022-02-23 18:00:00,2022-02-27 18:00:00,2022-03-09 18:00:00,10,0,Sevkiyat-Davut
2022-02-23 19:00:00,Güney Anadolu Yem A.Ş.,792.0,792,792,20 A,395,312840,56311.2,369151.2,2022-02-23 19:00:00,2022-02-23 19:00:00,2022-02-28 19:00:00,2022-03-27 19:00:00,27,0,Sevkiyat-Ekrem
2022-02-23 21:00:00,Doğu Anadolu Yem A.Ş.,1546.0,1546,1546,Yonca Besi,560,865760,155836.8,1021596.8,2022-02-23 21:00:00,2022-02-23 21:00:00,2022-02-26 21:00:00,2022-03-27 21:00:00,29,0,Sevkiyat-Mehmet
2022-02-23 22:00:00,Güney Anadolu Yem A.Ş.,1744.0,1744,1744,Trend XS,395,688880,123998.4,812878.4,2022-02-23 22:00:00,2022-02-23 22:00:00,2022-02-26 22:00:00,2022-03-21 22:00:00,23,0,Sevkiyat-Mehmet
2022-02-23 23:00:00,Güney Anadolu Yem A.Ş.,1597.0,1597,1597,Buzağı Başlangıç,430,686710,123607.79999999999,810317.8,2022-02-23 23:00:00,2022-02-23 23:00:00,2022-02-26 23:00:00,2022-03-01 23:00:00,3,0,Sevkiyat-Davut
2022-02-24 00:00:00,Karadeniz Yem A.Ş.,1616.0,1616,1616,20 A,395,638320,114897.59999999999,753217.6,2022-02-24 00:00:00,2022-02-24 00:00:00,2022-03-01 00:00:00,2022-03-04 00:00:00,3,0,Sevkiyat-Onur
2022-02-24 01:00:00,İç Anadolu Yem A.Ş.,1112.0,1112,1112,Trend 19,460,511520,92073.59999999999,603593.6,2022-02-24 01:00:00,2022-02-24 01:00:00,2022-02-27 01:00:00,2022-03-12 01:00:00,13,0,Sevkiyat-Ekrem
2022-02-24 02:00:00,Ege Yem A.Ş.,861.0,861,861,20 X,420,361620,65091.6,426711.6,2022-02-24 02:00:00,2022-02-24 02:00:00,2022-03-01 02:00:00,2022-03-06 02:00:00,5,0,Sevkiyat-Mehmet
2022-02-24 03:00:00,Doğu Anadolu Yem A.Ş.,1921.0,1921,1921,Trend XS,395,758795,136583.1,895378.1,2022-02-24 03:00:00,2022-02-24 03:00:00,2022-02-27 03:00:00,2022-03-10 03:00:00,11,0,Sevkiyat-Onur
2022-02-24 04:00:00,Karadeniz Yem A.Ş.,925.0,925,925,Kuzu Büyütme,520,481000,86580.0,567580.0,2022-02-24 04:00:00,2022-02-24 04:00:00,2022-03-02 04:00:00,2022-03-03 04:00:00,1,0,Sevkiyat-Davut
2022-02-24 05:00:00,Karadeniz Yem A.Ş.,381.0,381,381,Kuzu Büyütme,520,198120,35661.6,233781.6,2022-02-24 05:00:00,2022-02-24 05:00:00,2022-03-01 05:00:00,2022-03-09 05:00:00,8,0,Sevkiyat-Davut
2022-02-24 06:00:00,Akdeniz Yem A.Ş.,211.0,211,211,Kuzu Büyütme,520,109720,19749.6,129469.6,2022-02-24 06:00:00,2022-02-24 06:00:00,2022-02-28 06:00:00,2022-03-13 06:00:00,13,0,Sevkiyat-Onur
2022-02-24 07:00:00,Ege Yem A.Ş.,1688.0,1688,1688,21 XS,450,759600,136728.0,896328.0,2022-02-24 07:00:00,2022-02-24 07:00:00,2022-02-28 07:00:00,2022-03-16 07:00:00,16,0,Sevkiyat-Ekrem
2022-02-24 09:00:00,Güney Anadolu Yem A.Ş.,381.0,381,381,Trend 21,410,156210,28117.8,184327.8,2022-02-24 09:00:00,2022-02-24 09:00:00,2022-03-02 09:00:00,2022-03-30 09:00:00,28,0,Sevkiyat-Onur
2022-02-24 10:00:00,Marmara Yem A.Ş.,1289.0,1289,1289,Gebe Düve,520,670280,120650.4,790930.4,2022-02-24 10:00:00,2022-02-24 10:00:00,2022-02-27 10:00:00,2022-03-13 10:00:00,14,0,Sevkiyat-Mehmet
2022-02-24 11:00:00,Doğu Anadolu Yem A.Ş.,155.0,155,155,A Besi,515,79825,14368.5,94193.5,2022-02-24 11:00:00,2022-02-24 11:00:00,2022-03-01 11:00:00,2022-03-24 11:00:00,23,0,Sevkiyat-Ekrem
2022-02-24 14:00:00,Akdeniz Yem A.Ş.,1263.0,1263,1263,Buzağı Başlangıç,430,543090,97756.2,640846.2,2022-02-24 14:00:00,2022-02-24 14:00:00,2022-02-27 14:00:00,2022-03-16 14:00:00,17,0,Sevkiyat-Ekrem
2022-02-24 15:00:00,İç Anadolu Yem A.Ş.,562.0,562,562,Buzağı Başlangıç,430,241660,43498.799999999996,285158.8,2022-02-24 15:00:00,2022-02-24 15:00:00,2022-02-27 15:00:00,2022-03-14 15:00:00,15,0,Sevkiyat-Onur
2022-02-24 16:00:00,İç Anadolu Yem A.Ş.,1204.0,1204,1204,Buzağı Büyütme,380,457520,82353.59999999999,539873.6,2022-02-24 16:00:00,2022-02-24 16:00:00,2022-02-27 16:00:00,2022-03-23 16:00:00,24,0,Sevkiyat-Onur
2022-02-24 17:00:00,Ege Yem A.Ş.,308.0,308,308,Gebe Düve,520,160160,28828.8,188988.8,2022-02-24 17:00:00,2022-02-24 17:00:00,2022-02-28 17:00:00,2022-03-08 17:00:00,8,0,Sevkiyat-Davut
2022-02-24 18:00:00,Güney Anadolu Yem A.Ş.,238.0,238,238,A Besi,515,122570,22062.6,144632.6,2022-02-24 18:00:00,2022-02-24 18:00:00,2022-02-27 18:00:00,2022-03-07 18:00:00,8,0,Sevkiyat-Mehmet
2022-02-24 19:00:00,Ege Yem A.Ş.,893.0,893,893,Buzağı Başlangıç,430,383990,69118.2,453108.2,2022-02-24 19:00:00,2022-02-24 19:00:00,2022-03-02 19:00:00,2022-03-04 19:00:00,2,0,Sevkiyat-Ekrem
2022-02-24 20:00:00,Marmara Yem A.Ş.,1978.0,1978,1978,Gebe Düve,520,1028560,185140.8,1213700.8,2022-02-24 20:00:00,2022-02-24 20:00:00,2022-02-27 20:00:00,2022-03-26 20:00:00,27,0,Sevkiyat-Mehmet
2022-02-24 21:00:00,Akdeniz Yem A.Ş.,270.0,270,270,Trend X,410,110700,19926.0,130626.0,2022-02-24 21:00:00,2022-02-24 21:00:00,2022-02-27 21:00:00,2022-03-02 21:00:00,3,0,Sevkiyat-Onur
2022-02-24 22:00:00,Karadeniz Yem A.Ş.,742.0,742,742,21 X,530,393260,70786.8,464046.8,2022-02-24 22:00:00,2022-02-24 22:00:00,2022-02-28 22:00:00,2022-03-16 22:00:00,16,0,Sevkiyat-Bekir
2022-02-24 23:00:00,Karadeniz Yem A.Ş.,1724.0,1724,1724,Buzağı Büyütme,380,655120,117921.59999999999,773041.6,2022-02-24 23:00:00,2022-02-24 23:00:00,2022-02-28 23:00:00,2022-03-14 23:00:00,14,0,Sevkiyat-Ekrem
2022-02-25 00:00:00,Ege Yem A.Ş.,1939.0,1939,1939,A Besi,515,998585,179745.3,1178330.3,2022-02-25 00:00:00,2022-02-25 00:00:00,2022-03-03 00:00:00,2022-03-16 00:00:00,13,0,Sevkiyat-Onur
2022-02-25 01:00:00,İç Anadolu Yem A.Ş.,603.0,603,603,20 X,420,253260,45586.799999999996,298846.8,2022-02-25 01:00:00,2022-02-25 01:00:00,2022-02-28 01:00:00,2022-03-14 01:00:00,14,0,Sevkiyat-Onur
2022-02-25 02:00:00,Marmara Yem A.Ş.,1582.0,1582,1582,Trend 19,460,727720,130989.59999999999,858709.6,2022-02-25 02:00:00,2022-02-25 02:00:00,2022-03-03 02:00:00,2022-03-15 02:00:00,12,0,Sevkiyat-Onur
2022-02-25 03:00:00,Güney Anadolu Yem A.Ş.,735.0,735,735,Besi Bitirme,430,316050,56889.0,372939.0,2022-02-25 03:00:00,2022-02-25 03:00:00,2022-03-02 03:00:00,2022-03-03 03:00:00,1,0,Sevkiyat-Ekrem
2022-02-25 06:00:00,Ege Yem A.Ş.,532.0,532,532,Buzağı Büyütme,380,202160,36388.799999999996,238548.8,2022-02-25 06:00:00,2022-02-25 06:00:00,2022-02-28 06:00:00,2022-03-09 06:00:00,9,0,Sevkiyat-Mehmet
2022-02-25 07:00:00,Akdeniz Yem A.Ş.,591.0,591,591,21 XS,450,265950,47871.0,313821.0,2022-02-25 07:00:00,2022-02-25 07:00:00,2022-03-02 07:00:00,2022-03-26 07:00:00,24,0,Sevkiyat-Onur
2022-02-25 09:00:00,Doğu Anadolu Yem A.Ş.,535.0,535,535,Yonca Besi,560,299600,53928.0,353528.0,2022-02-25 09:00:00,2022-02-25 09:00:00,2022-03-01 09:00:00,2022-03-16 09:00:00,15,0,Sevkiyat-Mehmet
2022-02-25 10:00:00,İç Anadolu Yem A.Ş.,444.0,444,444,Buzağı Büyütme,380,168720,30369.6,199089.6,2022-02-25 10:00:00,2022-02-25 10:00:00,2022-03-01 10:00:00,2022-03-10 10:00:00,9,0,Sevkiyat-Onur
2022-02-25 11:00:00,Marmara Yem A.Ş.,241.0,241,241,Trend Besi,545,131345,23642.1,154987.1,2022-02-25 11:00:00,2022-02-25 11:00:00,2022-03-02 11:00:00,2022-03-22 11:00:00,20,0,Sevkiyat-Ekrem
2022-02-25 13:00:00,Doğu Anadolu Yem A.Ş.,762.0,762,762,21 X,530,403860,72694.8,476554.8,2022-02-25 13:00:00,2022-02-25 13:00:00,2022-03-03 13:00:00,2022-03-29 13:00:00,26,0,Sevkiyat-Onur
2022-02-25 14:00:00,Doğu Anadolu Yem A.Ş.,1439.0,1439,1439,Atax 16,480,690720,124329.59999999999,815049.6,2022-02-25 14:00:00,2022-02-25 14:00:00,2022-02-28 14:00:00,2022-03-15 14:00:00,15,0,Sevkiyat-Mehmet
2022-02-25 15:00:00,Marmara Yem A.Ş.,1186.0,1186,1186,21 XS,450,533700,96066.0,629766.0,2022-02-25 15:00:00,2022-02-25 15:00:00,2022-03-01 15:00:00,2022-03-24 15:00:00,23,0,Sevkiyat-Bekir
2022-02-25 16:00:00,Akdeniz Yem A.Ş.,339.0,339,339,Kuzu Büyütme,520,176280,31730.399999999998,208010.4,2022-02-25 16:00:00,2022-02-25 16:00:00,2022-03-01 16:00:00,2022-03-30 16:00:00,29,0,Sevkiyat-Davut
2022-02-25 17:00:00,İç Anadolu Yem A.Ş.,1089.0,1089,1089,Koyun Süt,440,479160,86248.8,565408.8,2022-02-25 17:00:00,2022-02-25 17:00:00,2022-03-02 17:00:00,2022-03-10 17:00:00,8,0,Sevkiyat-Davut
2022-02-25 18:00:00,Güney Anadolu Yem A.Ş.,1918.0,1918,1918,Atax 16,480,920640,165715.19999999998,1086355.2,2022-02-25 18:00:00,2022-02-25 18:00:00,2022-02-28 18:00:00,2022-03-16 18:00:00,16,0,Sevkiyat-Ekrem
2022-02-25 19:00:00,Karadeniz Yem A.Ş.,1832.0,1832,1832,Atax 18,495,906840,163231.19999999998,1070071.2,2022-02-25 19:00:00,2022-02-25 19:00:00,2022-03-02 19:00:00,2022-03-25 19:00:00,23,0,Sevkiyat-Davut
2022-02-25 20:00:00,Ege Yem A.Ş.,1965.0,1965,1965,21 X,530,1041450,187461.0,1228911.0,2022-02-25 20:00:00,2022-02-25 20:00:00,2022-03-01 20:00:00,2022-03-19 20:00:00,18,0,Sevkiyat-Davut
2022-02-25 22:00:00,Doğu Anadolu Yem A.Ş.,151.0,151,151,Buzağı Başlangıç,430,64930,11687.4,76617.4,2022-02-25 22:00:00,2022-02-25 22:00:00,2022-03-01 22:00:00,2022-03-11 22:00:00,10,0,Sevkiyat-Davut
